Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides sample_1,Peptides sample_10,Peptides sample_11,Peptides sample_12,Peptides sample_13,Peptides sample_14,Peptides sample_2,Peptides sample_3,Peptides sample_4,Peptides sample_5,Peptides sample_6,Peptides sample_7,Peptides sample_8,Peptides sample_9,Razor + unique peptides sample_1,Razor + unique peptides sample_10,Razor + unique peptides sample_11,Razor + unique peptides sample_12,Razor + unique peptides sample_13,Razor + unique peptides sample_14,Razor + unique peptides sample_2,Razor + unique peptides sample_3,Razor + unique peptides sample_4,Razor + unique peptides sample_5,Razor + unique peptides sample_6,Razor + unique peptides sample_7,Razor + unique peptides sample_8,Razor + unique peptides sample_9,Unique peptides sample_1,Unique peptides sample_10,Unique peptides sample_11,Unique peptides sample_12,Unique peptides sample_13,Unique peptides sample_14,Unique peptides sample_2,Unique peptides sample_3,Unique peptides sample_4,Unique peptides sample_5,Unique peptides sample_6,Unique peptides sample_7,Unique peptides sample_8,Unique peptides sample_9,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Experiment sample_1,Experiment sample_10,Experiment sample_11,Experiment sample_12,Experiment sample_13,Experiment sample_14,Experiment sample_2,Experiment sample_3,Experiment sample_4,Experiment sample_5,Experiment sample_6,Experiment sample_7,Experiment sample_8,Experiment sample_9,PEP,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L sample_1,Ratio H/L normalized sample_1,Ratio H/L variability [%] sample_1,Ratio H/L count sample_1,Ratio H/L sample_10,Ratio H/L normalized sample_10,Ratio H/L variability [%] sample_10,Ratio H/L count sample_10,Ratio H/L sample_11,Ratio H/L normalized sample_11,Ratio H/L variability [%] sample_11,Ratio H/L count sample_11,Ratio H/L sample_12,Ratio H/L normalized sample_12,Ratio H/L variability [%] sample_12,Ratio H/L count sample_12,Ratio H/L sample_13,Ratio H/L normalized sample_13,Ratio H/L variability [%] sample_13,Ratio H/L count sample_13,Ratio H/L sample_14,Ratio H/L normalized sample_14,Ratio H/L variability [%] sample_14,Ratio H/L count sample_14,Ratio H/L sample_2,Ratio H/L normalized sample_2,Ratio H/L variability [%] sample_2,Ratio H/L count sample_2,Ratio H/L sample_3,Ratio H/L normalized sample_3,Ratio H/L variability [%] sample_3,Ratio H/L count sample_3,Ratio H/L sample_4,Ratio H/L normalized sample_4,Ratio H/L variability [%] sample_4,Ratio H/L count sample_4,Ratio H/L sample_5,Ratio H/L normalized sample_5,Ratio H/L variability [%] sample_5,Ratio H/L count sample_5,Ratio H/L sample_6,Ratio H/L normalized sample_6,Ratio H/L variability [%] sample_6,Ratio H/L count sample_6,Ratio H/L sample_7,Ratio H/L normalized sample_7,Ratio H/L variability [%] sample_7,Ratio H/L count sample_7,Ratio H/L sample_8,Ratio H/L normalized sample_8,Ratio H/L variability [%] sample_8,Ratio H/L count sample_8,Ratio H/L sample_9,Ratio H/L normalized sample_9,Ratio H/L variability [%] sample_9,Ratio H/L count sample_9,Sequence coverage sample_1 [%],Sequence coverage sample_10 [%],Sequence coverage sample_11 [%],Sequence coverage sample_12 [%],Sequence coverage sample_13 [%],Sequence coverage sample_14 [%],Sequence coverage sample_2 [%],Sequence coverage sample_3 [%],Sequence coverage sample_4 [%],Sequence coverage sample_5 [%],Sequence coverage sample_6 [%],Sequence coverage sample_7 [%],Sequence coverage sample_8 [%],Sequence coverage sample_9 [%],Intensity,Intensity L,Intensity H,Intensity sample_1,Intensity L sample_1,Intensity H sample_1,Intensity sample_10,Intensity L sample_10,Intensity H sample_10,Intensity sample_11,Intensity L sample_11,Intensity H sample_11,Intensity sample_12,Intensity L sample_12,Intensity H sample_12,Intensity sample_13,Intensity L sample_13,Intensity H sample_13,Intensity sample_14,Intensity L sample_14,Intensity H sample_14,Intensity sample_2,Intensity L sample_2,Intensity H sample_2,Intensity sample_3,Intensity L sample_3,Intensity H sample_3,Intensity sample_4,Intensity L sample_4,Intensity H sample_4,Intensity sample_5,Intensity L sample_5,Intensity H sample_5,Intensity sample_6,Intensity L sample_6,Intensity H sample_6,Intensity sample_7,Intensity L sample_7,Intensity H sample_7,Intensity sample_8,Intensity L sample_8,Intensity H sample_8,Intensity sample_9,Intensity L sample_9,Intensity H sample_9
Q03088,Q03088,9,9,9,Styryl dye vacuolar localization protein 3,SVL3,>sp|Q03088|SVL3_YEAST Styryl dye vacuolar localization protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SVL3 PE=1 SV=1,1,9,9,9,4,3,2,4,4,5,3,4,4,7,5,5,6,3,4,3,2,4,4,5,3,4,4,7,5,5,6,3,4,3,2,4,4,5,3,4,4,7,5,5,6,3,16.8,16.8,16.8,92.143,825,825,1,94,8,3,2,4,6,8,6,9,8,11,8,8,8,5,9.54E-195,1.0151,0.99046,29.058,81,0.77107,0.81823,19.273,7,1.3553,1.2516,33.919,2,0.91527,1.0655,32.998,2,1.2251,1.147,27.338,4,1.1541,1.1258,23.24,6,2.0696,2.0606,13.981,7,0.88058,0.87043,4.5256,5,0.8831,0.92908,19.506,7,0.98865,0.9022,20.902,7,0.92331,0.93306,13.877,8,1.1914,1.1109,19.404,8,0.79312,0.9639,13.792,8,1.1808,1.1069,19.92,7,1.1265,0.99046,30.221,3,6.5,4,2.3,6.7,9.2,8.8,6.3,6.5,7.6,12.4,8.6,9.2,9.8,5,1539300000,693690000,845580000,144110000,70801000,73308000,8511600,3912200,4599500,7264200,3064200,4200000,57253000,21247000,36006000,74325000,33542000,40782000,128830000,46214000,82613000,179080000,93918000,85157000,165190000,79933000,85253000,117350000,48233000,69120000,117010000,54135000,62876000,185360000,73956000,111400000,169070000,87053000,82019000,175670000,73954000,101720000,10243000,3722500,6521000
Q03102,Q03102,11,11,11,Uncharacterized membrane protein YML131W,,>sp|Q03102|YMN1_YEAST Uncharacterized membrane protein YML131W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML131W PE=1 SV=1,1,11,11,11,10,9,9,9,8,11,9,10,10,9,10,10,10,8,10,9,9,9,8,11,9,10,10,9,10,10,10,8,10,9,9,9,8,11,9,10,10,9,10,10,10,8,38.9,38.9,38.9,39.976,365,365,1,213,15,12,16,14,13,17,17,18,11,14,19,20,15,12,2.50E-225,0.1959,0.19926,48.075,191,0.1993,0.22264,25.452,14,0.54899,0.48775,18.907,11,0.13483,0.17113,53.707,15,0.18191,0.17228,48.799,13,0.17781,0.17608,46.655,10,0.36835,0.37211,58.4,14,0.23481,0.2346,27.275,16,0.181,0.18623,17.801,12,0.1959,0.20135,44.091,11,0.17621,0.16445,30.723,13,0.16947,0.16458,29.687,18,0.15731,0.19619,38.737,18,0.18489,0.17764,33.344,14,0.41776,0.41288,12.15,12,36.7,34,34.5,33.2,31,38.9,33.2,36.7,35.3,34.5,36.7,36.7,36.7,31,18664000000,15406000000,3257800000,1667400000,1374700000,292700000,418560000,273730000,144830000,1523900000,1272200000,251660000,925240000,790420000,134820000,578810000,466230000,112580000,1336600000,979660000,356980000,958430000,770390000,188040000,2242800000,1848100000,394720000,877630000,732940000,144690000,1399200000,1183200000,216040000,1675700000,1421100000,254610000,3159800000,2758000000,401830000,1496700000,1256900000,239750000,403410000,278850000,124550000
Q03103,Q03103,7,7,7,Endoplasmic oxidoreductin-1,ERO1,>sp|Q03103|ERO1_YEAST Endoplasmic oxidoreductin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERO1 PE=1 SV=1,1,7,7,7,3,1,1,2,2,4,3,2,2,3,2,3,4,1,3,1,1,2,2,4,3,2,2,3,2,3,4,1,3,1,1,2,2,4,3,2,2,3,2,3,4,1,17.2,17.2,17.2,65.032,563,563,1,41,4,2,2,3,2,5,4,2,2,3,2,3,5,2,3.89E-67,0.70139,0.71246,27.725,37,0.6645,0.74517,25.383,3,0.79772,0.76368,51.682,2,0.4356,0.56447,20.103,2,0.59283,0.54597,17.732,3,0.63288,0.62935,0.27109,2,0.82634,0.84347,57.952,4,0.78792,0.76192,11.808,3,0.66364,0.67429,5.2996,2,0.87148,0.86226,18.267,2,0.84878,0.85555,33.473,3,0.71647,0.70953,7.1893,2,0.59365,0.70296,7.8903,3,0.77878,0.74561,13.198,5,NaN,NaN,NaN,1,8.5,1.4,1.4,5,5,7.1,8,5,5,6.4,5,8,9.4,1.4,1376900000,768290000,608630000,138730000,87846000,50886000,42490000,20749000,21741000,74058000,51358000,22700000,95718000,57228000,38490000,44377000,25749000,18628000,256610000,105490000,151120000,72061000,41763000,30299000,133080000,78963000,54119000,77615000,41087000,36528000,123430000,74040000,49391000,107600000,62690000,44914000,110950000,68380000,42566000,80277000,43237000,37040000,19924000,9714900,10209000
Q03104,Q03104,19,19,19,Meiotic sister chromatid recombination protein 1,MSC1,>sp|Q03104|MSC1_YEAST Meiotic sister chromatid recombination protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSC1 PE=1 SV=1,1,19,19,19,18,17,13,12,8,16,17,19,13,16,13,13,12,16,18,17,13,12,8,16,17,19,13,16,13,13,12,16,18,17,13,12,8,16,17,19,13,16,13,13,12,16,44.8,44.8,44.8,59.588,513,513,1,303,31,29,18,14,9,21,22,37,18,24,19,20,14,27,0,0.52045,0.50803,66.014,273,0.30585,0.32371,28.771,29,0.36033,0.32014,31.493,25,0.97419,1.2082,22.435,16,1.3888,1.323,56.201,13,1.4446,1.3455,57.197,8,1.1506,1.1894,32.096,19,0.38415,0.37982,45.406,20,0.29297,0.29204,39.082,34,1.0823,1.0126,40.667,17,0.53847,0.54195,39.873,22,0.92933,0.88892,30.492,17,0.93686,1.1224,34.187,19,0.92689,0.84418,48.945,13,0.33854,0.31013,25.009,21,42.7,41.7,33.5,29.6,19.7,40,41.3,44.8,33.3,39.6,32.6,32.6,30.8,37.6,24508000000,16327000000,8181600000,3901200000,3051200000,850010000,1551400000,1115900000,435430000,1276800000,641480000,635330000,550340000,258430000,291910000,234210000,107960000,126260000,1491200000,732360000,758800000,1644000000,1150400000,493580000,5218600000,4069400000,1149200000,575680000,267140000,308540000,2668300000,1819700000,848650000,1108100000,572310000,535820000,1918200000,1013400000,904760000,937120000,485720000,451400000,1433400000,1041600000,391870000
Q03124,Q03124,4,4,4,Chromatin structure-remodeling complex subunit RSC9,RSC9,>sp|Q03124|RSC9_YEAST Chromatin structure-remodeling complex subunit RSC9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSC9 PE=1 SV=1,1,4,4,4,2,1,1,0,0,2,2,3,1,2,2,1,2,2,2,1,1,0,0,2,2,3,1,2,2,1,2,2,2,1,1,0,0,2,2,3,1,2,2,1,2,2,12.4,12.4,12.4,65.217,581,581,1,22,2,1,1,,,2,2,3,1,2,2,1,2,3,9.20E-32,0.94373,0.91349,31.571,19,1.1047,1.2273,41.758,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.98423,1.0575,37.486,3,NaN,NaN,NaN,0,1.193,1.2072,42.583,2,1.1808,1.0942,36.464,2,NaN,NaN,NaN,1,0.89863,0.86347,4.2498,2,1.2582,1.2339,26.435,3,5.9,4.3,1.5,0,0,5.2,7.2,9.5,2.9,5.9,5.9,2.9,7.2,5.9,573590000,294130000,279470000,53158000,27613000,25545000,20608000,9566700,11042000,11029000,4822900,6205700,0,0,0,0,0,0,31448000,14192000,17255000,28117000,16238000,11879000,121320000,55873000,65444000,0,0,0,50545000,24926000,25619000,47368000,21977000,25391000,100590000,59815000,40773000,74878000,36975000,37903000,34538000,22127000,12410000
Q03144,Q03144,1,1,1,Probable glutamine amidotransferase SNO1,SNO1,>sp|Q03144|SNO1_YEAST Probable glutamine amidotransferase SNO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNO1 PE=1 SV=1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.5,8.5,8.5,24.906,224,224,1,2,,,,,,1,,,,,,,1,,2.09E-07,0.17581,0.17379,205.7,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0,0,0,0,0,8.5,0,0,0,0,0,0,8.5,0,51006000,44795000,6210600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45760000,42057000,3702600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245600,2737700,2507900,0,0,0
Q03148,Q03148,3,3,3,Pyridoxine biosynthesis protein SNZ1,SNZ1,>sp|Q03148|SNZ1_YEAST Pyridoxine biosynthesis protein SNZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNZ1 PE=1 SV=1,1,3,3,3,0,1,0,1,0,3,0,1,0,0,2,1,1,1,0,1,0,1,0,3,0,1,0,0,2,1,1,1,0,1,0,1,0,3,0,1,0,0,2,1,1,1,15.5,15.5,15.5,31.817,297,297,1,15,,1,,1,,7,,1,,,2,1,1,1,3.53E-97,0.41824,0.39093,139.19,13,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.030649,0.031715,40.404,5,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0.458,0.43006,13.489,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0,3.4,0,3.4,0,15.5,0,3.4,0,0,11.1,3.4,3.4,3.4,686670000,637660000,49015000,0,0,0,1065700,740070,325660,0,0,0,512300,276040,236260,0,0,0,653700000,613750000,39945000,0,0,0,3517100,1687900,1829200,0,0,0,0,0,0,25870000,20001000,5869200,682690,439830,242860,825040,472260,352780,501370,287130,214250
Q03153,Q03153,3,3,3,"ATPase synthesis protein 25, mitochondrial",ATP25,">sp|Q03153|ATP25_YEAST ATPase synthesis protein 25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP25 PE=1 SV=1",1,3,3,3,2,1,1,0,1,0,1,2,1,0,1,1,1,0,2,1,1,0,1,0,1,2,1,0,1,1,1,0,2,1,1,0,1,0,1,2,1,0,1,1,1,0,7.7,7.7,7.7,70.413,612,612,1,13,2,1,1,,2,,1,2,1,,1,1,1,,6.39E-11,0.69249,0.67064,35.689,12,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.8391,0.80485,43.979,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,0.77999,0.8119,7.4246,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,5.6,2.1,2.1,0,2.1,0,2.1,4.2,2.1,0,2.1,2.1,2.1,0,217650000,127340000,90311000,23928000,20401000,3527300,10872000,4392400,6479800,7745400,5307100,2438200,0,0,0,16682000,7492900,9189300,0,0,0,27574000,14483000,13091000,32119000,18835000,13284000,13860000,8623600,5236200,0,0,0,11643000,6407300,5235300,47742000,27874000,19868000,25488000,13526000,11961000,0,0,0
Q03161,Q03161,10,10,10,Glucose-6-phosphate 1-epimerase,,>sp|Q03161|YMY9_YEAST Glucose-6-phosphate 1-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR099C PE=1 SV=1,1,10,10,10,5,7,6,6,4,8,6,7,6,4,6,9,8,7,5,7,6,6,4,8,6,7,6,4,6,9,8,7,5,7,6,6,4,8,6,7,6,4,6,9,8,7,51.5,51.5,51.5,33.955,297,297,1,136,8,12,9,10,6,12,6,13,8,6,10,12,12,12,5.19E-255,0.75985,0.77875,28.935,130,0.73923,0.76375,23.806,8,0.68169,0.5707,20.965,12,0.64223,0.82432,18.443,9,0.97252,0.94869,37.6,10,0.9385,0.89557,11.428,6,0.7965,0.83787,25.382,11,0.81502,0.79123,14.069,5,0.76262,0.76178,48.66,11,0.76535,0.75485,16.21,8,0.83662,0.82201,12.232,6,0.91716,0.81156,11.095,9,0.66661,0.79909,20.812,12,0.90485,0.80576,11.013,11,0.61944,0.57431,23.371,12,26.9,37,33,30,24.6,39.7,30.3,34,32.3,24.6,33,48.8,45.8,35.4,12329000000,6984200000,5344900000,895150000,516720000,378430000,1241600000,737930000,503660000,1018400000,600050000,418370000,631310000,296790000,334520000,237620000,122820000,114800000,1509400000,835310000,674050000,376630000,213520000,163110000,1796000000,1020400000,775630000,544920000,319070000,225850000,815550000,427160000,388390000,740260000,374640000,365620000,996340000,610670000,385670000,588320000,319510000,268810000,937590000,589580000,348000000
Q03177,Q03177,2,2,2,WD repeat-containing protein YMR102C,,>sp|Q03177|YMZ2_YEAST WD repeat-containing protein YMR102C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR102C PE=1 SV=1,1,2,2,2,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,4.2,4.2,4.2,94.253,834,834,1,9,,2,1,1,,,1,,,,1,,2,1,1.42E-06,1.6668,1.6626,25.292,9,NaN,NaN,NaN,0,1.9748,1.8204,0,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,1.5433,1.4978,0,2,NaN,NaN,NaN,1,0,2.2,2,2.2,0,0,2.2,0,0,0,2,0,2.2,2.2,95208000,42697000,52511000,0,0,0,17365000,6645700,10719000,7475200,2485800,4989300,8053600,4245000,3808600,0,0,0,0,0,0,12121000,3696500,8425000,0,0,0,0,0,0,0,0,0,10975000,6314600,4660400,0,0,0,26661000,13463000,13198000,12557000,5846100,6710800
Q03195,Q03195,17,17,17,Translation initiation factor RLI1,RLI1,>sp|Q03195|RLI1_YEAST Translation initiation factor RLI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RLI1 PE=1 SV=1,1,17,17,17,12,13,11,11,10,12,11,13,13,10,13,13,11,11,12,13,11,11,10,12,11,13,13,10,13,13,11,11,12,13,11,11,10,12,11,13,13,10,13,13,11,11,39,39,39,68.34,608,608,1,260,17,17,21,17,13,24,17,21,21,18,24,19,15,16,5.93E-130,0.956,0.98069,24.404,245,0.83276,0.86915,12.378,16,1.1015,1.0076,16.162,17,0.84295,1.0598,26.157,20,1.1399,1.087,23.218,16,1.1017,1.0768,16.164,13,1.2811,1.2653,14.572,22,0.90168,0.88385,9.2997,16,0.89675,0.91989,49.928,18,0.90406,0.89253,22.006,21,0.92891,0.92464,18.409,16,1.0146,1.0174,24.023,22,0.7736,0.94543,11.534,17,1.1236,1.0355,12.706,15,0.93394,0.94791,19.319,16,26.2,30.3,27,23.4,23.8,24.5,25.2,29.8,30.1,22.2,30.1,28.3,26.8,25,10909000000,5653500000,5255000000,1029300000,538840000,490430000,764510000,361860000,402660000,1136500000,601960000,534510000,585620000,279730000,305890000,240500000,110820000,129680000,1344300000,581590000,762740000,255330000,135590000,119740000,2097400000,1307400000,789970000,399260000,191460000,207800000,1028900000,508460000,520420000,889040000,454750000,434290000,451520000,248240000,203290000,251340000,106920000,144410000,435070000,225860000,209220000
Q03201,Q03201,4,4,4,"37S ribosomal protein S10, mitochondrial",RSM10,">sp|Q03201|RT10_YEAST 37S ribosomal protein S10, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSM10 PE=1 SV=1",1,4,4,4,3,2,2,3,3,2,1,2,0,1,1,2,1,2,3,2,2,3,3,2,1,2,0,1,1,2,1,2,3,2,2,3,3,2,1,2,0,1,1,2,1,2,20.2,20.2,20.2,23.424,203,203,1,29,3,4,3,3,3,2,1,2,,1,1,3,1,2,2.37E-37,0.59543,0.63158,32.761,26,0.48608,0.52908,22.882,3,0.74702,0.69941,7.7889,4,0.50317,0.59961,32.73,2,0.63277,0.59527,19.439,2,0.58171,0.52808,1.8796,3,1.5081,1.5221,17.907,2,NaN,NaN,NaN,1,0.45132,0.48503,37.762,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.58527,0.72802,20.52,2,NaN,NaN,NaN,1,0.78959,0.77078,10.538,2,19.7,14.3,11.8,20.2,19.7,13.8,7.9,13.3,0,7.9,7.9,14.3,7.9,14.3,650390000,386730000,263670000,141820000,95295000,46530000,76497000,42063000,34433000,17349000,11545000,5804000,32975000,20542000,12433000,47953000,27609000,20344000,65270000,27246000,38024000,6699200,3309500,3389700,141310000,84160000,57155000,0,0,0,52252000,34571000,17681000,25151000,14162000,10989000,9957700,5245700,4712000,8539000,5922400,2616600,24613000,15057000,9556000
Q03218,Q03218,1,1,1,Mitochondrial metal transporter 1,MMT1,>sp|Q03218|MMT1_YEAST Mitochondrial metal transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMT1 PE=1 SV=1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.5,4.5,4.5,56.209,510,510,1,3,,,,,,,1,,,,,1,1,,0.00030382,0.69164,0.6454,17.896,3,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0,0,0,0,0,0,4.5,0,0,0,0,4.5,4.5,0,41000000,23721000,17279000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15750000,8098400,7652000,0,0,0,0,0,0,0,0,0,0,0,0,18198000,11952000,6245400,7051700,3670400,3381300,0,0,0
Q03219,Q03219,5,5,5,Uncharacterized protein YMR178W,,>sp|Q03219|YM44_YEAST Uncharacterized protein YMR178W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR178W PE=1 SV=1,1,5,5,5,1,1,2,2,1,2,1,2,1,1,1,2,1,3,1,1,2,2,1,2,1,2,1,1,1,2,1,3,1,1,2,2,1,2,1,2,1,1,1,2,1,3,32.8,32.8,32.8,31.144,274,274,1,42,2,1,2,2,2,3,3,4,5,5,3,4,3,3,4.33E-55,0.77343,0.77532,36.287,38,0.77121,0.85262,42.795,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.95829,0.93722,28.925,2,0.69635,0.68471,19.681,2,0.48054,0.4965,5.979,2,1.114,1.0967,26.587,3,0.89012,0.93986,42.646,3,0.91868,0.87887,25.268,5,0.40866,0.43041,52.717,5,0.36639,0.35924,56.316,3,0.58925,0.73752,10.266,4,0.78803,0.72712,11.469,3,0.99955,1.0336,16.9,2,7.7,7.7,15,15,7.7,11.7,7.7,11.7,7.7,7.7,7.7,15.7,7.7,20.8,1836300000,1014300000,821980000,61644000,30221000,31423000,58545000,31004000,27540000,104820000,66006000,38817000,109500000,62856000,46647000,49312000,28891000,20421000,118680000,75222000,43457000,161760000,69644000,92116000,109010000,52135000,56874000,161560000,86180000,75382000,137780000,75895000,61883000,125530000,69043000,56488000,322960000,200810000,122140000,228460000,119700000,108760000,86715000,46688000,40027000
Q03246,Q03246,4,4,4,"37S ribosomal protein S17, mitochondrial",MRPS17,">sp|Q03246|RT17_YEAST 37S ribosomal protein S17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPS17 PE=1 SV=1",1,4,4,4,3,3,3,3,3,3,3,2,2,3,4,2,2,3,3,3,3,3,3,3,3,2,2,3,4,2,2,3,3,3,3,3,3,3,3,2,2,3,4,2,2,3,24.1,24.1,24.1,27.635,237,237,1,54,4,5,5,4,4,4,6,2,2,3,4,4,3,4,5.01E-22,0.65821,0.66065,32.326,50,0.59136,0.64037,45.038,4,0.81856,0.78927,16.323,4,0.51309,0.65136,5.4322,5,0.64501,0.6422,20.781,4,0.59319,0.57039,8.668,3,1.7821,1.7881,31.31,3,0.66861,0.64715,6.8951,5,0.63708,0.6741,3.7114,2,0.51151,0.50781,7.6416,2,0.64985,0.62909,25.646,3,0.71038,0.67443,6.5055,4,0.46756,0.57741,7.2838,4,0.72085,0.67549,7.4071,3,0.87112,0.91576,14.106,4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,13.5,13.5,19.4,24.1,13.5,13.5,19.4,2096500000,1209300000,887200000,261180000,150130000,111060000,125850000,69391000,56463000,203240000,130630000,72610000,140410000,79964000,60443000,58843000,34140000,24702000,103450000,34760000,68686000,144180000,87722000,56456000,161350000,100030000,61319000,128440000,82673000,45766000,171640000,89524000,82114000,154360000,91719000,62637000,188790000,119680000,69110000,120930000,72820000,48108000,133850000,66117000,67734000
Q03254,Q03254,4,4,4,RNA polymerase II subunit A C-terminal domain phosphatase,FCP1,>sp|Q03254|FCP1_YEAST RNA polymerase II subunit A C-terminal domain phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FCP1 PE=1 SV=1,1,4,4,4,3,2,1,3,0,2,2,1,2,3,2,3,2,2,3,2,1,3,0,2,2,1,2,3,2,3,2,2,3,2,1,3,0,2,2,1,2,3,2,3,2,2,12.2,12.2,12.2,83.44,732,732,1,34,3,2,1,5,,2,4,1,3,3,2,4,2,2,1.00E-46,0.64689,0.6476,26.539,28,0.5118,0.55577,5.9343,2,0.73268,0.71671,13.794,2,NaN,NaN,NaN,1,0.6533,0.62952,5.7924,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,0.70337,0.71321,16.934,4,NaN,NaN,NaN,1,0.58806,0.5783,27.462,3,0.6233,0.6577,33.013,2,0.64689,0.6462,1.9318,2,0.74493,0.92371,28.485,4,1.0066,0.97396,55.831,2,0.5087,0.52184,29.989,2,8.7,5.5,2.6,8.7,0,5.5,5.5,2.6,6,8.7,5.5,8.7,5.5,5.9,1031100000,607170000,423930000,81571000,54191000,27379000,51504000,28888000,22616000,47823000,31560000,16263000,64581000,37443000,27138000,0,0,0,31192000,15986000,15206000,132410000,67399000,65011000,49035000,33653000,15382000,139460000,82635000,56826000,55863000,33927000,21936000,84408000,45831000,38577000,163600000,103830000,59776000,67687000,36186000,31501000,61951000,35639000,26313000
